# fluera-phrases v2 lang=en built=2026-05-20 sha256=fbbf5185bf722d7d63a39380eefa36f18f85fc8cd2fa8be74a72cc4610c38621 rows=15501
phrase	domains	kind
pulmonary infarction	med	medical
pulmonary medicine	med	medical
pulmonary plasma cell granuloma	med	medical
pulmonary sarcoidosis	med	medical
pulmonary sclerosing hemangioma	med	medical
pulmonary stretch receptors	med	medical
pulmonary subvalvular stenosis	med	medical
pulmonary surfactants	med	medical
pulmonary surgical procedures	med	medical
pulmonary tuberculosis	med	medical
pulmonary valve	med	medical
pulmonary valve insufficiency	med	medical
pulmonary valve stenosis	med	medical
pulmonary vein stenosis	med	medical
pulmonary veins	med	medical
pulmonary ventilation	med	medical
pulmonary wedge pressure	med	medical
pulsatile flow	med	medical
pulse radiolysis	med	medical
pulse wave analysis	med	medical
pulsed radiofrequency treatment	med	medical
punctal plugs	med	medical
pupil disorders	med	medical
pupillary reflex	med	medical
pure alexia	med	medical
pure autonomic failure	med	medical
purine nucleosides	med	medical
purine nucleotides	med	medical
purinergic agents	med	medical
purinergic agonists	med	medical
purinergic antagonists	med	medical
purinergic receptors	med	medical
purkinje cells	med	medical
purkinje fibers	med	medical
puromycin aminonucleoside	med	medical
purple membrane	med	medical
purpura fulminans	med	medical
purpura thrombocytopenic idiopathic	med	medical
putaminal hemorrhage	med	medical
puumala virus	med	medical
puva therapy	med	medical
px genes	med	medical
pyloric antrum	med	medical
pyloric stenosis	med	medical
pyoderma gangrenosum	med	medical
pyogenic granuloma	med	medical
pyogenic liver abscess	med	medical
pyramidal cells	med	medical
pyramidal tracts	med	medical
pyran copolymer	med	medical
pyrantel pamoate	med	medical
pyrantel tartrate	med	medical
pyricularia grisea	med	medical
pyridinium compounds	med	medical
pyridostigmine bromide	med	medical
pyridoxal kinase	med	medical
pyridoxal phosphate	med	medical
pyridoxaminephosphate oxidase	med	medical
pyridoxic acid	med	medical
pyriform sinus	med	medical
pyrimidine dimers	med	medical
pyrimidine nucleosides	med	medical
pyrimidine nucleotides	med	medical
pyrimidine phosphorylases	med	medical
pyrin domain	med	medical
pyrococcus abyssi	med	medical
pyrococcus furiosus	med	medical
pyrococcus horikoshii	med	medical
pyroglutamate hydrolase	med	medical
pyrrolidonecarboxylic acid	med	medical
pyrroline carboxylate reductases	med	medical
pyrrolizidine alkaloids	med	medical
pyruvate carboxylase	med	medical
pyruvate carboxylase deficiency disease	med	medical
pyruvate decarboxylase	med	medical
pyruvate dehydrogenase complex	med	medical
pyruvate kinase	med	medical
pyruvate oxidase	med	medical
pyruvate synthase	med	medical
pyruvic acid	med	medical
pyrvinium compounds	med	medical
quadriceps muscle	med	medical
quadricuspid aortic valve	med	medical
quadruplet pregnancy	med	medical
quaking mice	med	medical
qualitative research	med	medical
quality control	med	medical
quality improvement	med	medical
quality of health care	med	medical
quality of life	med	medical
quantitative phase imaging	med	medical
quantitative trait loci	med	medical
quantum dots	med	medical
quantum mechanics	med	medical
quantum theory	med	medical
quartz crystal microbalance techniques	med	medical
quaternary ammonium compounds	med	medical
quaternary prevention	med	medical
quaternary protein structure	med	medical
quetiapine fumarate	med	medical
quick diagnosis units	med	medical
quid pro quo	-	latin
quillaja saponins	med	medical
quinacrine mustard	med	medical
quinic acid	med	medical
quinolinic acid	med	medical
quinolinic acids	med	medical
quinolinium compounds	med	medical
quinolizidine alkaloids	med	medical
quinone reductases	med	medical
quintuplet pregnancy	med	medical
quinuclidinyl benzilate	med	medical
quisqualic acid	med	medical
quorum sensing	med	medical
rabbit fibroma virus	med	medical
rabbit hemorrhagic disease virus	med	medical
rabies vaccines	med	medical
rabies virus	med	medical
raccoon dogs	med	medical
race factors	med	medical
race relations	med	medical
racemases and epimerases	med	medical
racial groups	med	medical
racquet sports	med	medical
radial artery	med	medical
radial basis function networks	med	medical
radial keratotomy	med	medical
radial nerve	med	medical
radial neuropathy	med	medical
radiation absorption	med	medical
radiation chimera	med	medical
radiation dosage	med	medical
radiation dose fractionation	med	medical
radiation dose hypofractionation	med	medical
radiation dosimeters	med	medical
radiation effects	med	medical
radiation equipment and supplies	med	medical
radiation exposure	med	medical
radiation fibrosis syndrome	med	medical
radiation genetics	med	medical
radiation genomics	med	medical
radiation hybrid mapping	med	medical
radiation injuries	med	medical
radiation leukemia virus	med	medical
radiation monitoring	med	medical
radiation oncologists	med	medical
radiation oncology	med	medical
radiation pneumonitis	med	medical
radiation protection	med	medical
radiation scattering	med	medical
radiation tolerance	med	medical
radical mastectomy	med	medical
radicular cyst	med	medical
radio frequency identification device	med	medical
radio waves	med	medical
radioactive air pollutants	med	medical
radioactive air pollution	med	medical
radioactive elements	med	medical
radioactive fallout	med	medical
radioactive food contamination	med	medical
radioactive gold colloid	med	medical
radioactive hazard release	med	medical
radioactive pollutants	med	medical
radioactive soil pollutants	med	medical
radioactive tracers	med	medical
radioactive waste	med	medical
radioactive water pollutants	med	medical
radioactive water pollution	med	medical
radioallergosorbent test	med	medical
radiofrequency ablation	med	medical
radiofrequency therapy	med	medical
radiographic image enhancement	med	medical
radiographic magnification	med	medical
radiography dental digital	med	medical
radioimmunoprecipitation assay	med	medical
radioimmunosorbent test	med	medical
radioisotope diagnostic techniques	med	medical
radioisotope dilution technique	med	medical
radioisotope renography	med	medical
radioisotope teletherapy	med	medical
radioligand assay	med	medical
radiologic and imaging nursing	med	medical
radiologic health	med	medical
radiologic technology	med	medical
radiology information systems	med	medical
radiometric dating	med	medical
radionuclide angiography	med	medical
radionuclide generators	med	medical
radionuclide imaging	med	medical
radionuclide ventriculography	med	medical
radiostereometric analysis	med	medical
radiotherapy dosage	med	medical
radiotherapy setup errors	med	medical
radius fractures	med	medical
radon daughters	med	medical
raf kinases	med	medical
raloxifene hydrochloride	med	medical
ralstonia pickettii	med	medical
ralstonia solanacearum	med	medical
raltegravir potassium	med	medical
raman spectrum analysis	med	medical
rana catesbeiana	med	medical
rana clamitans	med	medical
rana esculenta	med	medical
rana pipiens	med	medical
rana ridibunda	med	medical
rana temporaria	med	medical
random allocation	med	medical
random forest	med	medical
randomized controlled trial	med	medical
rank ligand	med	medical
ranvier's nodes	med	medical
rapeseed oil	med	medical
raphe nuclei	med	medical
rapid diagnostic tests	med	medical
rare books	med	medical
rare diseases	med	medical
rare earth metals	med	medical
ras genes	med	medical
ras proteins	med	medical
rat coronavirus	med	medical
rate setting and review	med	medical
rauscher virus	med	medical
raw foods	med	medical
raynaud disease	med	medical
reaction time	med	medical
reactive arthritis	med	medical
reactive attachment disorder	med	medical
reactive inhibition	med	medical
reactive nitrogen species	med	medical
reactive oxygen species	med	medical
reading frames	med	medical
reaffirmation agreement	law	legal
reagent strips	med	medical
reality testing	med	medical
reality therapy	med	medical
reassortant viruses	med	medical
recalled judge	law	legal
receptor aggregation	med	medical
receptors adrenergic alpha	med	medical
receptors adrenergic beta	med	medical
receptors opioid delta	med	medical
receptors opioid kappa	med	medical
receptors opioid mu	med	medical
recessive genes	med	medical
reciprocating tachycardia	med	medical
recombinant dna	med	medical
recombinant fusion proteins	med	medical
recombinant proteins	med	medical
recombinational dna repair	med	medical
recommended dietary allowances	med	medical
recovery of function	med	medical
recovery room	med	medical
recq helicases	med	medical
recreation therapy	med	medical
recreational drug use	med	medical
recreational games	med	medical
recreational parks	med	medical
rectal absorption	med	medical
rectal administration	med	medical
rectal anesthesia	med	medical
rectal diseases	med	medical
rectal fistula	med	medical
rectal neoplasms	med	medical
rectal prolapse	med	medical
rectovaginal fistula	med	medical
rectus abdominis	med	medical
recurrent laryngeal nerve	med	medical
recurrent laryngeal nerve injuries	med	medical
recurrent neural networks	med	medical
red cross	med	medical
red fluorescent protein	med	medical
red light	med	medical
red meat	med	medical
red nucleus	med	medical
reduced folate carrier protein	med	medical
reducing agents	med	medical
reducing diet	med	medical
reelin protein	med	medical
refeeding syndrome	med	medical
reference books	med	medical
reference standards	med	medical
reference values	med	medical
referral and consultation	med	medical
referred pain	med	medical
reflex epilepsy	med	medical
reflex sympathetic dystrophy	med	medical
refractive errors	med	medical
refractive surgical procedures	med	medical
refractory anemia	med	medical
refsum disease	med	medical
refugee camps	med	medical
refusal to participate	med	medical
refusal to treat	med	medical
refuse disposal	med	medical
regenerative endodontics	med	medical
regenerative medicine	med	medical
regional anatomy	med	medical
regional blood flow	med	medical
regional health planning	med	medical
regional medical programs	med	medical
regression analysis	med	medical
regulated cell death	med	medical
regulator genes	med	medical
rehabilitation centers	med	medical
rehabilitation hospitals	med	medical
rehabilitation nursing	med	medical
